"","Ubigeo","Distrito","por_ur"
"6463","150406","Dpto. Lima   Prov. Canta   Dist. San Buenaventura",49.5
"6468","150407","Dpto. Lima   Prov. Canta   Dist. Santa Rosa de Quives",9.2
"6473","150501","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. San Vicente de Ca<U+00F1>ete",80.73
"6478","150502","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. Asia",57.15
"6483","150503","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. Calango",29.27
"6488","150504","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. Cerro Azul",80.14
"6493","150505","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. Chilca",96.41
"6498","150506","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. Coayllo",35.21
"6503","150507","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. Imperial",92.81
"6508","150508","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. Lunahuana",87.32
"6513","150509","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. Mala",91.93
"6518","150510","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. Nuevo Imperial",79.6
"6523","150511","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. Pacaran",54.42
"6528","150512","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. Quilmana",82.02
"6533","150513","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. San Antonio",85.58
"6538","150514","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. San Luis",89.9
"6543","150515","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. Santa Cruz de Flores",62.23
"6548","150516","Dpto. Lima   Prov. Ca<U+00F1>ete   Dist. Zu<U+00F1>iga",42.04
"6553","150601","Dpto. Lima   Prov. Huaral   Dist. Huaral",89.21
"6558","150602","Dpto. Lima   Prov. Huaral   Dist. Atavillos Alto",82.07
"6563","150603","Dpto. Lima   Prov. Huaral   Dist. Atavillos Bajo",96.29
"6568","150604","Dpto. Lima   Prov. Huaral   Dist. Aucallama",36.38
"6573","150605","Dpto. Lima   Prov. Huaral   Dist. Chancay",89.85
"6578","150606","Dpto. Lima   Prov. Huaral   Dist. Ihuari",23.96
"6583","150607","Dpto. Lima   Prov. Huaral   Dist. Lampian",85.16
"6588","150608","Dpto. Lima   Prov. Huaral   Dist. Pacaraos",95.98
"6593","150609","Dpto. Lima   Prov. Huaral   Dist. San Miguel de Acos",67.24
"6598","150610","Dpto. Lima   Prov. Huaral   Dist. Santa Cruz de Andamarca",85.23
"6603","150611","Dpto. Lima   Prov. Huaral   Dist. Sumbilca",65.07
"6608","150612","Dpto. Lima   Prov. Huaral   Dist. Veintisiete de Noviembre",92.1
"6613","150701","Dpto. Lima   Prov. Huarochiri   Dist. Matucana",75.31
"6618","150702","Dpto. Lima   Prov. Huarochiri   Dist. Antioquia",24.49
"6623","150703","Dpto. Lima   Prov. Huarochiri   Dist. Callahuanca",80.83
"6628","150704","Dpto. Lima   Prov. Huarochiri   Dist. Carampoma",94.83
"6633","150705","Dpto. Lima   Prov. Huarochiri   Dist. Chicla",61.69
"6638","150706","Dpto. Lima   Prov. Huarochiri   Dist. Cuenca",22.96
"6643","150707","Dpto. Lima   Prov. Huarochiri   Dist. Huachupampa",93.87
"6648","150708","Dpto. Lima   Prov. Huarochiri   Dist. Huanza",78.61
"6653","150709","Dpto. Lima   Prov. Huarochiri   Dist. Huarochiri",83.33
"6658","150710","Dpto. Lima   Prov. Huarochiri   Dist. Lahuaytambo",45.76
"6663","150711","Dpto. Lima   Prov. Huarochiri   Dist. Langa",51.89
"6668","150712","Dpto. Lima   Prov. Huarochiri   Dist. Laraos",97.89
"6673","150713","Dpto. Lima   Prov. Huarochiri   Dist. Mariatana",18.89
"6678","150714","Dpto. Lima   Prov. Huarochiri   Dist. Ricardo Palma",85.28
"6683","150715","Dpto. Lima   Prov. Huarochiri   Dist. San Andres de Tupicocha",49.54
"6688","150716","Dpto. Lima   Prov. Huarochiri   Dist. San Antonio",29.3
"6693","150717","Dpto. Lima   Prov. Huarochiri   Dist. San Bartolome",73.45
"6698","150718","Dpto. Lima   Prov. Huarochiri   Dist. San Damian",76.96
"6703","150719","Dpto. Lima   Prov. Huarochiri   Dist. San Juan de Iris",98.81
"6708","150720","Dpto. Lima   Prov. Huarochiri   Dist. San Juan de Tantaranche",98.14
"6713","150721","Dpto. Lima   Prov. Huarochiri   Dist. San Lorenzo de Quinti",81.8
"6718","150722","Dpto. Lima   Prov. Huarochiri   Dist. San Mateo",79.02
"6723","150723","Dpto. Lima   Prov. Huarochiri   Dist. San Mateo de Otao",6.22
"6728","150724","Dpto. Lima   Prov. Huarochiri   Dist. San Pedro de Casta",84.1
"6733","150725","Dpto. Lima   Prov. Huarochiri   Dist. San Pedro de Huancayre",92.75
"6738","150726","Dpto. Lima   Prov. Huarochiri   Dist. Sangallaya",22.27
"6743","150727","Dpto. Lima   Prov. Huarochiri   Dist. Santa Cruz de Cocachacra",75.59
"6748","150728","Dpto. Lima   Prov. Huarochiri   Dist. Santa Eulalia",90.2
"6753","150729","Dpto. Lima   Prov. Huarochiri   Dist. Santiago de Anchucaya",93.57
"6758","150730","Dpto. Lima   Prov. Huarochiri   Dist. Santiago de Tuna",80.03
"6763","150731","Dpto. Lima   Prov. Huarochiri   Dist. Santo Domingo de los Olleros",3.13
"6768","150732","Dpto. Lima   Prov. Huarochiri   Dist. Surco",53.89
"6773","150801","Dpto. Lima   Prov. Huaura   Dist. Huacho",97.4
"6778","150802","Dpto. Lima   Prov. Huaura   Dist. Ambar",16.35
"6783","150803","Dpto. Lima   Prov. Huaura   Dist. Caleta de Carquin",98.26
"6788","150804","Dpto. Lima   Prov. Huaura   Dist. Checras",68.3
"6793","150805","Dpto. Lima   Prov. Huaura   Dist. Hualmay",99.9
"6798","150806","Dpto. Lima   Prov. Huaura   Dist. Huaura",86.3
"6803","150807","Dpto. Lima   Prov. Huaura   Dist. Leoncio Prado",16.25
"6808","150808","Dpto. Lima   Prov. Huaura   Dist. Paccho",62.92
"6813","150809","Dpto. Lima   Prov. Huaura   Dist. Santa Leonor",63.25
"6818","150810","Dpto. Lima   Prov. Huaura   Dist. Santa Maria",90.96
"6823","150811","Dpto. Lima   Prov. Huaura   Dist. Sayan",62.95
"6828","150812","Dpto. Lima   Prov. Huaura   Dist. Vegueta",75.45
"6833","150901","Dpto. Lima   Prov. Oyon   Dist. Oyon",71.24
"6838","150902","Dpto. Lima   Prov. Oyon   Dist. Andajes",60.41
"6843","150903","Dpto. Lima   Prov. Oyon   Dist. Caujul",44.93
"6848","150904","Dpto. Lima   Prov. Oyon   Dist. Cochamarca",28.46
"6853","150905","Dpto. Lima   Prov. Oyon   Dist. Navan",33.71
"6858","150906","Dpto. Lima   Prov. Oyon   Dist. Pachangara",71.12
"6863","151001","Dpto. Lima   Prov. Yauyos   Dist. Yauyos",88.84
"6868","151002","Dpto. Lima   Prov. Yauyos   Dist. Alis",13.03
"6873","151003","Dpto. Lima   Prov. Yauyos   Dist. Ayauca",32.15
"6878","151004","Dpto. Lima   Prov. Yauyos   Dist. Ayaviri",97.61
"6883","151005","Dpto. Lima   Prov. Yauyos   Dist. Azangaro",32.17
"6888","151006","Dpto. Lima   Prov. Yauyos   Dist. Cacra",32.9
"6893","151007","Dpto. Lima   Prov. Yauyos   Dist. Carania",70.61
"6898","151008","Dpto. Lima   Prov. Yauyos   Dist. Catahuasi",59.91
"6903","151009","Dpto. Lima   Prov. Yauyos   Dist. Chocos",30.54
"6908","151010","Dpto. Lima   Prov. Yauyos   Dist. Cochas",89.42
"6913","151011","Dpto. Lima   Prov. Yauyos   Dist. Colonia",39.68
"6918","151012","Dpto. Lima   Prov. Yauyos   Dist. Hongos",85.29
"6923","151013","Dpto. Lima   Prov. Yauyos   Dist. Huampara",94.14
"6928","151014","Dpto. Lima   Prov. Yauyos   Dist. Huancaya",62.84
"6933","151015","Dpto. Lima   Prov. Yauyos   Dist. Huangascar",46.26
"6938","151016","Dpto. Lima   Prov. Yauyos   Dist. Huantan",94.17
"6943","151017","Dpto. Lima   Prov. Yauyos   Dist. Hua<U+00F1>ec",97.64
"6948","151018","Dpto. Lima   Prov. Yauyos   Dist. Laraos",55.21
"6953","151019","Dpto. Lima   Prov. Yauyos   Dist. Lincha",25.68
"6958","151020","Dpto. Lima   Prov. Yauyos   Dist. Madean",31.39
"6963","151021","Dpto. Lima   Prov. Yauyos   Dist. Miraflores",73.02
"6968","151022","Dpto. Lima   Prov. Yauyos   Dist. Omas",60.82
"6973","151023","Dpto. Lima   Prov. Yauyos   Dist. Putinza",89.16
"6978","151024","Dpto. Lima   Prov. Yauyos   Dist. Quinches",76.03
"6983","151025","Dpto. Lima   Prov. Yauyos   Dist. Quinocay",79.11
"6988","151026","Dpto. Lima   Prov. Yauyos   Dist. San Joaquin",81.25
"6993","151027","Dpto. Lima   Prov. Yauyos   Dist. San Pedro de Pilas",75.84
"6998","151028","Dpto. Lima   Prov. Yauyos   Dist. Tanta",89.8
"7003","151029","Dpto. Lima   Prov. Yauyos   Dist. Tauripampa",66.32
"7008","151030","Dpto. Lima   Prov. Yauyos   Dist. Tomas",33.24
"7013","151031","Dpto. Lima   Prov. Yauyos   Dist. Tupe",45.8
"7018","151032","Dpto. Lima   Prov. Yauyos   Dist. Vi<U+00F1>ac",31.43
"7023","151033","Dpto. Lima   Prov. Yauyos   Dist. Vitis",95.81
"7028","160101","Dpto. Loreto   Prov. Maynas   Dist. Iquitos",97.87
"7033","160102","Dpto. Loreto   Prov. Maynas   Dist. Alto Nanay",32.63
"7038","160103","Dpto. Loreto   Prov. Maynas   Dist. Fernando Lores",24.25
"7043","160104","Dpto. Loreto   Prov. Maynas   Dist. Indiana",28.05
"7048","160105","Dpto. Loreto   Prov. Maynas   Dist. Las Amazonas",24.81
"7053","160106","Dpto. Loreto   Prov. Maynas   Dist. Mazan",27.68
"7058","160107","Dpto. Loreto   Prov. Maynas   Dist. Napo",18.04
"7063","160108","Dpto. Loreto   Prov. Maynas   Dist. Punchana",90.68
"7068","160109","Dpto. Loreto   Prov. Maynas   Dist. Putumayo",51.47
"7073","160110","Dpto. Loreto   Prov. Maynas   Dist. Torres Causana",11.59
"7078","160112","Dpto. Loreto   Prov. Maynas   Dist. Belen",84.04
"7083","160113","Dpto. Loreto   Prov. Maynas   Dist. San Juan Bautista",86.4
"7088","160114","Dpto. Loreto   Prov. Maynas   Dist. Teniente Manuel Clavero",11.99
"7093","160201","Dpto. Loreto   Prov. Alto Amazonas   Dist. Yurimaguas",77.49
"7098","160202","Dpto. Loreto   Prov. Alto Amazonas   Dist. Balsapuerto",4.68
"7103","160205","Dpto. Loreto   Prov. Alto Amazonas   Dist. Jeberos",47.86
"7108","160206","Dpto. Loreto   Prov. Alto Amazonas   Dist. Lagunas",62.83
"7113","160210","Dpto. Loreto   Prov. Alto Amazonas   Dist. Santa Cruz",19.22
"7118","160211","Dpto. Loreto   Prov. Alto Amazonas   Dist. Teniente Cesar Lopez Rojas",32.47
"7123","160301","Dpto. Loreto   Prov. Loreto   Dist. Nauta",56.59
"7128","160302","Dpto. Loreto   Prov. Loreto   Dist. Parinari",24.18
"7133","160303","Dpto. Loreto   Prov. Loreto   Dist. Tigre",30.05
"7138","160304","Dpto. Loreto   Prov. Loreto   Dist. Trompeteros",45.91
"7143","160305","Dpto. Loreto   Prov. Loreto   Dist. Urarinas",23.63
"7148","160401","Dpto. Loreto   Prov. Mariscal Ram<U+00F3>n Castilla   Dist. Ram<U+00F3>n Castilla",41.98
"7153","160402","Dpto. Loreto   Prov. Mariscal Ram<U+00F3>n Castilla   Dist. Pebas",28.08
"7158","160403","Dpto. Loreto   Prov. Mariscal Ram<U+00F3>n Castilla   Dist. Yavari",22.59
"7163","160404","Dpto. Loreto   Prov. Mariscal Ram<U+00F3>n Castilla   Dist. San Pablo",20.94
"7168","160501","Dpto. Loreto   Prov. Requena   Dist. Requena",84.87
"7173","160502","Dpto. Loreto   Prov. Requena   Dist. Alto Tapiche",40.32
"7178","160503","Dpto. Loreto   Prov. Requena   Dist. Capelo",51.92
"7183","160504","Dpto. Loreto   Prov. Requena   Dist. Emilio San Martin",32.44
"7188","160505","Dpto. Loreto   Prov. Requena   Dist. Maquia",35.47
"7193","160506","Dpto. Loreto   Prov. Requena   Dist. Puinahua",30.43
"7198","160507","Dpto. Loreto   Prov. Requena   Dist. Saquena",25.4
"7203","160508","Dpto. Loreto   Prov. Requena   Dist. Soplin",36.05
"7208","160509","Dpto. Loreto   Prov. Requena   Dist. Tapiche",49.9
"7213","160510","Dpto. Loreto   Prov. Requena   Dist. Jenaro Herrera",67.44
"7218","160511","Dpto. Loreto   Prov. Requena   Dist. Yaquerana",28.05
"7223","160601","Dpto. Loreto   Prov. Ucayali   Dist. Contamana",64.86
"7228","160602","Dpto. Loreto   Prov. Ucayali   Dist. Inahuaya",55.53
"7233","160603","Dpto. Loreto   Prov. Ucayali   Dist. Padre Marquez",42.25
"7238","160604","Dpto. Loreto   Prov. Ucayali   Dist. Pampa Hermosa",44.29
"7243","160605","Dpto. Loreto   Prov. Ucayali   Dist. Sarayacu",38.18
"7248","160606","Dpto. Loreto   Prov. Ucayali   Dist. Vargas Guerra",75.34
"7253","160701","Dpto. Loreto   Prov. Datem Del Mara<U+00F1><U+00F3>n   Dist. Barranca",59.73
"7258","160702","Dpto. Loreto   Prov. Datem Del Mara<U+00F1><U+00F3>n   Dist. Cahuapanas",12.08
"7263","160703","Dpto. Loreto   Prov. Datem Del Mara<U+00F1><U+00F3>n   Dist. Manseriche",23.03
"7268","160704","Dpto. Loreto   Prov. Datem Del Mara<U+00F1><U+00F3>n   Dist. Morona",18.57
"7273","160705","Dpto. Loreto   Prov. Datem Del Mara<U+00F1><U+00F3>n   Dist. Pastaza",16.51
"7278","160706","Dpto. Loreto   Prov. Datem Del Mara<U+00F1><U+00F3>n   Dist. Andoas",15.13
"7283","170101","Dpto. Madre de Dios   Prov. Tambopata   Dist. Tambopata",93.64
"7288","170102","Dpto. Madre de Dios   Prov. Tambopata   Dist. Inambari",44.61
"7293","170103","Dpto. Madre de Dios   Prov. Tambopata   Dist. Las Piedras",46.08
"7298","170104","Dpto. Madre de Dios   Prov. Tambopata   Dist. Laberinto",61.63
"7303","170201","Dpto. Madre de Dios   Prov. Manu   Dist. Manu",32.17
"7308","170202","Dpto. Madre de Dios   Prov. Manu   Dist. Fitzcarrald",28.58
"7313","170203","Dpto. Madre de Dios   Prov. Manu   Dist. Madre De Dios",12.42
"7318","170204","Dpto. Madre de Dios   Prov. Manu   Dist. Huepetuhe",69.95
"7323","170301","Dpto. Madre de Dios   Prov. Tahuamanu   Dist. I<U+00F1>apari",74.46
"7328","170302","Dpto. Madre de Dios   Prov. Tahuamanu   Dist. Iberia",80.36
"7333","170303","Dpto. Madre de Dios   Prov. Tahuamanu   Dist. Tahuamanu",45.6
"7338","180101","Dpto. Moquegua   Prov. Mariscal Nieto   Dist. Moquegua",94.25
"7343","180102","Dpto. Moquegua   Prov. Mariscal Nieto   Dist. Carumas",57.45
"7348","180103","Dpto. Moquegua   Prov. Mariscal Nieto   Dist. Cuchumbaya",67.29
"7353","180104","Dpto. Moquegua   Prov. Mariscal Nieto   Dist. Samegua",89.85
"7358","180105","Dpto. Moquegua   Prov. Mariscal Nieto   Dist. San Cristobal",83.29
"7363","180106","Dpto. Moquegua   Prov. Mariscal Nieto   Dist. Torata",50.54
"7368","180201","Dpto. Moquegua   Prov. General Sanchez Cerro   Dist. Omate",44.31
"7373","180202","Dpto. Moquegua   Prov. General Sanchez Cerro   Dist. Chojata",45.96
"7378","180203","Dpto. Moquegua   Prov. General Sanchez Cerro   Dist. Coalaque",27.93
"7383","180204","Dpto. Moquegua   Prov. General Sanchez Cerro   Dist. Ichu<U+00F1>a",28.96
"7388","180205","Dpto. Moquegua   Prov. General Sanchez Cerro   Dist. La Capilla",12.36
"7393","180206","Dpto. Moquegua   Prov. General Sanchez Cerro   Dist. Lloque",71.51
"7398","180207","Dpto. Moquegua   Prov. General Sanchez Cerro   Dist. Matalaque",33.79
"7403","180208","Dpto. Moquegua   Prov. General Sanchez Cerro   Dist. Puquina",51.16
"7408","180209","Dpto. Moquegua   Prov. General Sanchez Cerro   Dist. Quinistaquillas",51.73
"7413","180210","Dpto. Moquegua   Prov. General Sanchez Cerro   Dist. Ubinas",47.11
"7418","180211","Dpto. Moquegua   Prov. General Sanchez Cerro   Dist. Yunga",76.18
"7423","180301","Dpto. Moquegua   Prov. Ilo   Dist. Ilo",99.18
"7428","180302","Dpto. Moquegua   Prov. Ilo   Dist. El Algarrobal",15.38
"7433","180303","Dpto. Moquegua   Prov. Ilo   Dist. Pacocha",99.55
"7438","190101","Dpto. Pasco   Prov. Pasco   Dist. Chaupimarca",99.88
"7443","190102","Dpto. Pasco   Prov. Pasco   Dist. Huachon",59.99
"7448","190103","Dpto. Pasco   Prov. Pasco   Dist. Huariaca",89.22
"7453","190104","Dpto. Pasco   Prov. Pasco   Dist. Huayllay",67.25
"7458","190105","Dpto. Pasco   Prov. Pasco   Dist. Ninacaca",53.23
"7463","190106","Dpto. Pasco   Prov. Pasco   Dist. Pallanchacra",39.59
"7468","190107","Dpto. Pasco   Prov. Pasco   Dist. Paucartambo",58.91
"7473","190108","Dpto. Pasco   Prov. Pasco   Dist. San Francisco de Asis de Yarusyacan",36.27
"7478","190109","Dpto. Pasco   Prov. Pasco   Dist. Sim<U+00F3>n Bol<U+00ED>var",88.84
"7483","190110","Dpto. Pasco   Prov. Pasco   Dist. Ticlacayan",39.27
"7488","190111","Dpto. Pasco   Prov. Pasco   Dist. Tinyahuarco",96.93
"7493","190112","Dpto. Pasco   Prov. Pasco   Dist. Vicco",77.62
"7498","190113","Dpto. Pasco   Prov. Pasco   Dist. Yanacancha",90.78
"7503","190201","Dpto. Pasco   Prov. Daniel Alcides Carri<U+00F3>n   Dist. Yanahuanca",59.01
"7508","190202","Dpto. Pasco   Prov. Daniel Alcides Carri<U+00F3>n   Dist. Chacayan",77.2
"7513","190203","Dpto. Pasco   Prov. Daniel Alcides Carri<U+00F3>n   Dist. Goyllarisquizga",94.53
"7518","190204","Dpto. Pasco   Prov. Daniel Alcides Carri<U+00F3>n   Dist. Paucar",83.09
"7523","190205","Dpto. Pasco   Prov. Daniel Alcides Carri<U+00F3>n   Dist. San Pedro de Pillao",71.13
"7528","190206","Dpto. Pasco   Prov. Daniel Alcides Carri<U+00F3>n   Dist. Santa Ana de Tusi",36.33
"7533","190207","Dpto. Pasco   Prov. Daniel Alcides Carri<U+00F3>n   Dist. Tapuc",88.66
"7538","190208","Dpto. Pasco   Prov. Daniel Alcides Carri<U+00F3>n   Dist. Vilcabamba",65.21
"7543","190301","Dpto. Pasco   Prov. Oxapampa   Dist. Oxapampa",65.19
"7548","190302","Dpto. Pasco   Prov. Oxapampa   Dist. Chontabamba",41.08
"7553","190303","Dpto. Pasco   Prov. Oxapampa   Dist. Huancabamba",10.74
"7558","190304","Dpto. Pasco   Prov. Oxapampa   Dist. Palcazu",19.94
"7563","190305","Dpto. Pasco   Prov. Oxapampa   Dist. Pozuzo",13.38
"7568","190306","Dpto. Pasco   Prov. Oxapampa   Dist. Puerto Bermudez",23.53
"7573","190307","Dpto. Pasco   Prov. Oxapampa   Dist. Villa Rica",60.96
"7578","200101","Dpto. Piura   Prov. Piura   Dist. Piura",97.89
"7583","200104","Dpto. Piura   Prov. Piura   Dist. Castilla",99.13
"7588","200105","Dpto. Piura   Prov. Piura   Dist. Catacaos",96.93
"7593","200107","Dpto. Piura   Prov. Piura   Dist. Cura Mori",86.7
"7598","200108","Dpto. Piura   Prov. Piura   Dist. El Tallan",77.75
"7603","200109","Dpto. Piura   Prov. Piura   Dist. La Arena",91.07
"7608","200110","Dpto. Piura   Prov. Puira   Dist. La Uni<U+00F3>n",98.36
"7613","200111","Dpto. Piura   Prov. Piura   Dist. Las Lomas",40.66
"7618","200114","Dpto. Piura   Prov. Piura   Dist. Tambo Grande",36.44
"7623","200201","Dpto. Piura   Prov. Ayabaca   Dist. Ayabaca",15.61
"7628","200202","Dpto. Piura   Prov. Ayabaca   Dist. Frias",9.77
"7633","200203","Dpto. Piura   Prov. Ayabaca   Dist. Jilili",11.87
"7638","200204","Dpto. Piura   Prov. Ayabaca   Dist. Lagunas",3.71
"7643","200205","Dpto. Piura   Prov. Ayabaca   Dist. Montero",14.68
"7648","200206","Dpto. Piura   Prov. Ayabaca   Dist. Pacaipampa",4.77
"7653","200207","Dpto. Piura   Prov. Ayabaca   Dist. Paimas",18.64
"7658","200208","Dpto. Piura   Prov. Ayabaca   Dist. Sapillica",7.38
"7663","200209","Dpto. Piura   Prov. Ayabaca   Dist. Sicchez",48.07
"7668","200210","Dpto. Piura   Prov. Ayabaca   Dist. Suyo",8.24
"7673","200301","Dpto. Piura   Prov. Huancabamba   Dist. Huancabamba",26.96
"7678","200302","Dpto. Piura   Prov. Huancabamba   Dist. Canchaque",19.16
"7683","200303","Dpto. Piura   Prov. Huancabamba   Dist. El Carmen de la Frontera",3.84
"7688","200304","Dpto. Piura   Prov. Huancabamba   Dist. Huarmaca",5.55
"7693","200305","Dpto. Piura   Prov. Huancabamba   Dist. Lalaquiz",11.1
"7698","200306","Dpto. Piura   Prov. Huancabamba   Dist. San Miguel de El Faique",10.81
"7703","200307","Dpto. Piura   Prov. Huancabamba   Dist. Sondor",11.75
"7708","200308","Dpto. Piura   Prov. Huancabamba   Dist. Sondorillo",2.96
"7713","200401","Dpto. Piura   Prov. Morropon   Dist. Chulucanas",72.41
"7718","200402","Dpto. Piura   Prov. Morropon   Dist. Buenos Aires",59.93
"7723","200403","Dpto. Piura   Prov. Morropon   Dist. Chalaco",12.42
"7728","200404","Dpto. Piura   Prov. Morropon   Dist. La Matanza",62.96
"7733","200405","Dpto. Piura   Prov. Morropon   Dist. Morropon",65.33
"7738","200406","Dpto. Piura   Prov. Morropon   Dist. Salitral",58.5
"7743","200407","Dpto. Piura   Prov. Morropon   Dist. San Juan de Bigote",52.07
"7748","200408","Dpto. Piura   Prov. Morropon   Dist. Santa Catalina de Mossa",29.7
"7753","200409","Dpto. Piura   Prov. Morropon   Dist. Santo Domingo",14.3
"7758","200410","Dpto. Piura   Prov. Morropon   Dist. Yamango",16.1
"7763","200501","Dpto. Piura   Prov. Paita   Dist. Paita",99.98
"7768","200502","Dpto. Piura   Prov. Paita   Dist. Amotape",92.8
"7773","200503","Dpto. Piura   Prov. Paita   Dist. Arenal",55.04
"7778","200504","Dpto. Piura   Prov. Paita   Dist. Colan",91.98
"7783","200505","Dpto. Piura   Prov. Paita   Dist. La Huaca",81.68
"7788","200506","Dpto. Piura   Prov. Paita   Dist. Tamarindo",93.96
"7793","200507","Dpto. Piura   Prov. Paita   Dist. Vichayal",79.96
"7798","200601","Dpto. Piura   Prov. Sullana   Dist. Sullana",93.16
"7803","200602","Dpto. Piura   Prov. Sullana   Dist. Bellavista",100
"7807","200603","Dpto. Piura   Prov. Sullana   Dist. Ignacio Escudero",96.31
"7812","200604","Dpto. Piura   Prov. Sullana   Dist. Lancones",2.64
"7817","200605","Dpto. Piura   Prov. Sullana   Dist. Marcavelica",93.97
"7822","200606","Dpto. Piura   Prov. Sullana   Dist. Miguel Checa",97.18
"7827","200607","Dpto. Piura   Prov. Sullana   Dist. Querecotillo",89.63
"7832","200608","Dpto. Piura   Prov. Sullana   Dist. Salitral",91.96
"7837","200701","Dpto. Piura   Prov. Talara   Dist. Pari<U+00F1>as",99.45
"7842","200702","Dpto. Piura   Prov. Talara   Dist. El Alto",100
"7846","200703","Dpto. Piura   Prov. Talara   Dist. La Brea",97.26
"7851","200704","Dpto. Piura   Prov. Talara   Dist. Lobitos",96.68
"7856","200705","Dpto. Piura   Prov. Talara   Dist. Los Organos",87.17
"7861","200706","Dpto. Piura   Prov. Talara   Dist. Mancora",96.03
"7866","200801","Dpto. Piura   Prov. Sechura   Dist. Sechura",97.51
"7871","200802","Dpto. Piura   Prov. Sechura   Dist. Bellavista de la Uni<U+00F3>n",84.57
"7876","200803","Dpto. Piura   Prov. Sechura   Dist. Bernal",87.35
"7881","200804","Dpto. Piura   Prov. Sechura   Dist. Cristo Nos Valga",65.68
"7886","200805","Dpto. Piura   Prov. Sechura   Dist. Vice",96.98
"7891","200806","Dpto. Piura   Prov. Sechura   Dist. Rinconada Llicuar",98.88
"7896","210101","Dpto. Puno   Prov. Puno   Dist. Puno",95.68
"7901","210102","Dpto. Puno   Prov. Puno   Dist. Acora",12.94
"7906","210103","Dpto. Puno   Prov. Puno   Dist. Amantani",9.38
"7911","210104","Dpto. Puno   Prov. Puno   Dist. Atuncolla",6.02
"7916","210105","Dpto. Puno   Prov. Puno   Dist. Capachica",6.08
"7921","210106","Dpto. Puno   Prov. Puno   Dist. Chucuito",14.48
"7926","210107","Dpto. Puno   Prov. Puno   Dist. Coata",31.64
"7931","210108","Dpto. Puno   Prov. Puno   Dist. Huata",12.32
"7936","210109","Dpto. Puno   Prov. Puno   Dist. Ma<U+00F1>azo",48.89
"7941","210110","Dpto. Puno   Prov. Puno   Dist. Paucarcolla",12.66
"7946","210111","Dpto. Puno   Prov. Puno   Dist. Pichacani",32.86
"7951","210112","Dpto. Puno   Prov. Puno   Dist. Plateria",6.7
"7956","210113","Dpto. Puno   Prov. Puno   Dist. San Antonio",16.61
"7961","210114","Dpto. Puno   Prov. Puno   Dist. Tiquillaca",12.71
"7966","210115","Dpto. Puno   Prov. Puno   Dist. Vilque",23.41
"7971","210201","Dpto. Puno   Prov. Azangaro   Dist. Azangaro",57.63
"7976","210202","Dpto. Puno   Prov. Azangaro   Dist. Achaya",2.95
"7981","210203","Dpto. Puno   Prov. Azangaro   Dist. Arapa",10.69
"7986","210204","Dpto. Puno   Prov. Azangaro   Dist. Asillo",18.74
"7991","210205","Dpto. Puno   Prov. Azangaro   Dist. Caminaca",2.95
"7996","210206","Dpto. Puno   Prov. Azangaro   Dist. Chupa",12.88
"8001","210207","Dpto. Puno   Prov. Azangaro   Dist. Jose Domingo Choquehuanca",64.21
"8006","210208","Dpto. Puno   Prov. Azangaro   Dist. Mu<U+00F1>ani",32.13
"8011","210209","Dpto. Puno   Prov. Azangaro   Dist. Potoni",38.55
"8016","210210","Dpto. Puno   Prov. Azangaro   Dist. Saman",2.84
"8021","210211","Dpto. Puno   Prov. Azangaro   Dist. San Anton",36.95
"8026","210212","Dpto. Puno   Prov. Azangaro   Dist. San Jose",36.13
"8031","210213","Dpto. Puno   Prov. Azangaro   Dist. San Juan de Salinas",4.49
"8036","210214","Dpto. Puno   Prov. Azangaro   Dist. Santiago de Pupuja",3.63
"8041","210215","Dpto. Puno   Prov. Azangaro   Dist. Tirapata",22.08
"8046","210301","Dpto. Puno   Prov. Carabaya   Dist. Macusani",73.84
"8051","210302","Dpto. Puno   Prov. Carabaya   Dist. Ajoyani",58.31
"8056","210303","Dpto. Puno   Prov. Carabaya   Dist. Ayapata",25.43
"8061","210304","Dpto. Puno   Prov. Carabaya   Dist. Coasa",47.64
"8066","210305","Dpto. Puno   Prov. Carabaya   Dist. Corani",24.13
"8071","210306","Dpto. Puno   Prov. Carabaya   Dist. Crucero",53.93
"8076","210307","Dpto. Puno   Prov. Carabaya   Dist. Ituata",8.76
"8081","210308","Dpto. Puno   Prov. Carabaya   Dist. Ollachea",32.93
"8086","210309","Dpto. Puno   Prov. Carabaya   Dist. San Gaban",32.02
"8091","210310","Dpto. Puno   Prov. Carabaya   Dist. Usicayos",29.98
"8096","210401","Dpto. Puno   Prov. Chucuito   Dist. Juli",34.36
